Date,Ens01,Ens02,Ens03,Ens04,Ens05,Ens06,Ens07,Ens08,Ens09,Ens10,Ens11,Ens12,Ens13,Ens14,Ens15,Ens16,Ens17,Ens18,Ens19,Ens20,Ens21,Ens22,Ens23,Ens24,Ens25,Ens26,Ens27,Ens28,Ens29,Ens30,Ens31,Ens32,Ens33,Ens34,Ens35,Ens36,Ens37,Ens38,Ens39,Ens40,Ens41,Ens42,Exc10,Exc50,Exc90,Pav10,Pav50,Pav90,Avg
2024-02-16,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,35.758,499.063,499.063,499.063,7.165
2024-03-16,7.114,6.252,8.581,7.726,10.030,9.379,7.298,10.705,6.495,5.027,8.404,5.899,8.310,6.371,10.174,7.952,15.942,11.735,8.547,11.607,5.976,6.918,10.982,8.296,8.086,10.425,10.963,6.353,9.086,6.520,9.225,7.578,10.884,9.247,8.144,8.357,8.543,9.402,10.461,11.036,6.146,5.681,10.980,8.381,6.157,120.321,91.836,67.469,9.126
2024-04-16,7.123,6.509,9.951,14.868,6.927,5.350,13.822,8.726,11.256,7.438,6.025,6.155,6.484,7.472,4.678,6.155,12.398,8.424,4.586,11.002,5.392,9.121,8.087,9.056,5.772,8.014,9.001,10.851,6.882,4.048,4.268,9.564,7.309,8.005,4.429,4.552,6.909,10.934,13.952,17.233,6.510,6.655,12.284,7.373,4.595,154.837,92.937,57.922,7.934
2024-05-16,10.956,6.861,18.481,28.998,7.664,12.262,16.044,14.539,28.273,7.545,14.139,8.467,6.738,21.394,22.506,14.562,25.452,29.089,22.019,9.654,9.795,14.426,32.559,10.741,7.541,8.472,26.861,32.592,12.106,10.010,28.804,4.742,10.860,10.131,8.620,9.835,11.741,18.093,23.250,28.231,14.477,24.318,28.751,14.282,7.557,180.654,89.742,47.484,15.915
2024-06-16,15.004,8.834,18.660,47.339,32.330,23.311,19.734,20.089,8.755,9.563,21.028,7.275,20.260,5.832,11.442,16.358,35.697,27.104,13.406,22.844,27.372,18.029,8.685,32.983,37.178,4.788,24.795,34.489,13.420,9.593,24.267,35.491,30.606,10.768,7.915,6.734,20.237,27.200,29.112,18.179,17.482,19.108,34.338,19.421,7.992,147.924,83.664,34.429,23.213
2024-07-16,5.703,21.468,4.380,31.898,11.098,8.846,4.719,3.363,2.355,2.895,6.903,7.059,24.243,3.359,5.617,5.062,57.692,20.146,4.101,33.622,5.049,5.176,4.423,9.342,10.408,1.908,25.919,20.231,3.577,1.915,3.616,15.124,32.614,2.116,3.103,11.779,12.385,5.512,8.660,11.023,6.535,2.870,25.751,6.119,2.872,168.546,40.050,18.799,15.278
2024-07-31,38.786,43.672,51.473,123.103,58.020,49.768,54.319,46.717,50.639,27.440,48.095,28.957,57.726,38.057,44.243,42.137,131.239,84.763,44.112,77.121,47.608,46.752,53.754,62.121,60.898,23.182,86.575,98.163,35.985,25.566,60.954,64.921,81.389,31.020,24.067,32.900,51.272,61.739,74.974,74.666,45.005,52.951,84.426,50.956,29.163,135.427,81.738,46.780,62.340
