Date,Ens01,Ens02,Ens03,Ens04,Ens05,Ens06,Ens07,Ens08,Ens09,Ens10,Ens11,Ens12,Ens13,Ens14,Ens15,Ens16,Ens17,Ens18,Ens19,Ens20,Ens21,Ens22,Ens23,Ens24,Ens25,Ens26,Ens27,Ens28,Ens29,Ens30,Ens31,Ens32,Ens33,Ens34,Ens35,Ens36,Ens37,Ens38,Ens39,Ens40,Ens41,Ens42,Exc10,Exc50,Exc90,Pav10,Pav50,Pav90,Avg
2024-01-16,87.162,216.269,166.929,80.362,159.732,46.983,52.016,189.674,76.354,100.100,67.992,94.829,50.301,59.899,195.217,70.039,349.461,261.762,415.584,335.181,210.864,282.390,73.713,71.678,103.273,73.381,98.369,157.874,65.346,106.865,89.376,195.658,71.580,149.015,60.606,62.726,58.657,303.663,295.419,145.285,237.905,77.794,294.116,99.235,59.970,106.253,35.850,21.665,276.807
2024-02-16,234.251,562.307,212.961,347.042,527.744,131.778,108.390,1361.755,174.274,56.828,86.850,84.980,77.377,292.702,277.815,149.108,153.751,698.835,181.746,508.971,531.381,667.246,131.639,113.706,95.982,222.024,113.822,202.716,297.250,192.350,272.545,206.198,112.627,124.187,48.610,384.544,188.255,214.166,1113.109,83.145,558.594,49.571,561.936,197.533,83.328,178.006,62.573,26.396,315.684
2024-03-16,403.845,263.467,296.540,402.163,901.034,205.120,169.500,829.190,264.390,91.556,829.701,202.796,538.206,292.985,456.387,197.937,939.280,424.681,205.035,394.785,334.087,390.022,254.425,196.432,170.183,292.652,308.069,546.081,242.332,197.806,417.580,291.568,679.455,658.123,86.749,448.573,100.428,861.182,457.675,476.746,558.523,126.618,814.217,321.078,169.568,212.495,83.795,44.254,383.169
2024-04-16,327.338,248.112,310.443,785.078,503.971,194.383,267.696,321.079,192.984,113.887,359.088,190.825,324.564,210.354,372.791,176.985,618.747,596.672,192.657,452.311,330.685,384.518,267.859,183.153,397.999,191.202,308.984,948.743,202.941,186.622,229.070,427.346,487.480,631.044,88.765,259.116,85.731,275.248,720.710,504.090,557.417,222.827,616.539,309.714,183.500,171.800,86.303,51.133,358.870
2024-05-16,297.344,169.180,132.738,457.657,629.039,127.103,169.643,270.369,124.134,101.568,149.823,233.022,219.883,126.609,277.963,143.934,692.580,793.217,126.311,563.720,406.079,296.183,157.792,123.765,318.626,92.604,487.939,545.191,138.869,110.099,341.320,359.732,376.580,212.653,60.353,107.542,61.500,142.716,349.036,146.010,536.051,147.162,544.277,191.148,107.798,146.047,51.291,28.926,372.672
2024-06-16,109.887,151.244,74.471,156.249,440.078,72.977,62.735,123.031,46.004,58.181,86.027,154.186,157.808,51.831,118.156,76.170,264.019,202.784,53.504,422.673,158.200,111.756,56.666,72.100,112.427,62.440,165.595,144.201,53.681,60.389,91.014,192.786,225.479,90.771,36.177,58.235,31.524,67.121,115.663,71.163,193.370,79.263,201.843,90.893,53.521,108.907,49.043,28.878,185.334
2024-07-16,38.229,34.680,30.645,60.394,179.900,29.230,21.969,42.550,23.217,28.074,36.499,35.912,54.514,31.802,80.127,30.455,105.892,51.037,27.267,127.844,47.359,41.967,25.105,26.518,33.963,22.002,63.827,40.220,25.566,19.616,26.661,62.959,104.574,31.320,18.417,21.498,17.460,35.700,36.565,27.955,71.660,31.879,79.281,34.322,21.973,140.632,60.881,38.976,56.375
2024-07-31,772.799,603.217,548.297,1459.379,1752.987,423.693,522.044,757.029,386.339,301.710,631.437,613.946,756.769,420.597,849.037,427.545,1681.238,1643.710,399.738,1566.548,942.322,834.424,507.422,405.536,863.015,368.247,1026.345,1678.356,421.058,376.726,688.065,1042.823,1194.114,965.787,203.712,446.391,196.214,520.786,1221.974,749.218,1358.498,481.130,1555.831,659.751,377.687,159.859,67.788,38.807,973.251
