Date,Ens01,Ens02,Ens03,Ens04,Ens05,Ens06,Ens07,Ens08,Ens09,Ens10,Ens11,Ens12,Ens13,Ens14,Ens15,Ens16,Ens17,Ens18,Ens19,Ens20,Ens21,Ens22,Ens23,Ens24,Ens25,Ens26,Ens27,Ens28,Ens29,Ens30,Ens31,Ens32,Ens33,Ens34,Ens35,Ens36,Ens37,Ens38,Ens39,Ens40,Ens41,Ens42,Exc10,Pav10,Exc50,Pav50,Exc90,Pav90,Avg
2024-01-16,83.695,84.016,125.676,84.101,128.610,83.900,83.785,84.023,83.664,84.106,84.006,84.004,83.722,84.039,83.189,83.310,84.350,84.721,156.206,84.131,82.703,100.294,83.986,84.034,83.123,84.141,83.674,84.148,83.851,83.510,83.535,83.723,84.129,83.524,84.153,84.161,84.129,84.911,84.070,83.593,83.955,83.244,90.757,32.787,84.011,30.350,83.285,30.087,276.810
2024-02-16,207.846,459.106,244.098,340.062,523.307,147.160,99.107,1254.377,242.269,92.645,95.043,94.004,96.017,244.089,207.950,160.057,165.689,551.188,215.142,477.531,359.371,528.704,129.498,132.305,137.288,214.189,133.515,163.938,243.753,165.922,240.085,157.174,96.494,94.103,92.063,440.613,242.328,242.595,1030.850,94.029,416.630,93.810,525.358,166.428,207.898,65.860,94.019,29.784,315.667
2024-03-16,376.367,368.227,320.754,343.327,964.962,213.408,169.965,771.811,319.254,96.032,798.864,206.280,564.878,324.898,327.933,210.090,828.386,399.454,168.982,325.599,327.589,459.507,209.009,215.067,203.046,322.164,283.709,565.226,316.675,209.770,553.517,229.650,563.583,518.825,91.914,457.499,162.381,795.056,366.004,332.069,595.144,104.855,780.644,203.684,326.594,85.214,166.474,43.436,383.262
2024-04-16,327.586,201.678,322.236,807.437,432.520,236.149,317.787,325.976,231.553,76.096,416.382,236.101,374.482,294.614,375.483,201.474,579.757,457.076,195.553,379.639,291.396,335.636,317.667,237.196,327.919,251.056,339.006,881.261,269.883,201.824,299.826,329.342,575.406,532.444,149.728,326.789,82.893,318.959,683.286,559.320,505.257,269.683,577.060,160.794,324.106,90.310,199.224,55.513,358.881
2024-05-16,405.061,282.015,307.085,587.857,641.834,241.984,282.026,294.107,181.782,79.625,282.003,184.333,396.150,181.229,290.740,189.618,798.104,786.080,178.658,685.517,424.281,404.337,313.022,179.229,534.315,178.597,599.746,764.678,243.369,183.193,564.557,489.185,576.785,521.057,65.571,222.726,53.399,178.851,420.981,285.661,574.771,203.338,658.433,176.704,292.424,78.478,178.635,47.940,372.619
2024-06-16,139.372,89.864,82.625,144.253,668.071,77.923,67.403,139.443,42.911,23.982,76.766,144.043,143.959,41.341,143.331,56.048,344.911,295.984,41.355,583.806,202.089,137.182,77.769,45.581,137.871,42.667,216.947,206.458,66.410,52.833,133.834,222.264,454.214,132.058,21.231,57.063,20.146,44.005,134.263,75.879,224.139,70.947,314.576,169.779,110.961,59.887,41.350,22.317,185.286
2024-07-16,30.667,28.657,24.626,39.776,221.792,23.815,16.013,30.966,14.001,14.000,23.766,35.021,48.624,14.002,35.016,19.523,98.363,59.945,14.000,163.543,37.204,29.353,22.935,15.193,29.274,14.075,44.948,37.750,22.000,14.738,28.905,64.168,126.530,28.513,11.709,16.920,10.955,15.712,29.926,22.554,65.439,23.403,77.950,138.198,28.585,50.678,14.001,24.822,56.405
2024-07-31,907.059,636.811,780.969,1776.566,1820.702,578.869,670.387,791.898,445.258,226.059,791.780,731.009,970.457,446.964,894.274,446.143,1819.874,1689.792,383.081,1764.106,910.524,942.169,768.061,445.966,982.653,445.690,1291.086,1891.659,636.041,445.553,920.653,1141.712,1752.389,1257.194,236.347,731.014,175.888,611.988,1318.791,955.434,1399.573,604.274,1768.841,181.757,791.839,81.365,421.631,43.325,973.190
