Date,Ens01,Ens02,Ens03,Ens04,Ens05,Ens06,Ens07,Ens08,Ens09,Ens10,Ens11,Ens12,Ens13,Ens14,Ens15,Ens16,Ens17,Ens18,Ens19,Ens20,Ens21,Ens22,Ens23,Ens24,Ens25,Ens26,Ens27,Ens28,Ens29,Ens30,Ens31,Ens32,Ens33,Ens34,Ens35,Ens36,Ens37,Ens38,Ens39,Ens40,Ens41,Ens42,Exc10,Exc50,Exc90,Pav10,Pav50,Pav90,Avg
2023-04-16,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,117.755,170.190,170.190,170.190,69.190
2023-05-16,177.623,151.741,178.910,162.076,164.308,206.001,177.193,190.836,200.503,202.531,178.742,189.646,158.112,202.942,202.665,178.050,166.944,232.974,208.433,149.964,202.452,202.688,227.226,176.355,177.993,179.399,203.622,217.309,202.514,206.723,216.293,166.914,153.638,207.364,202.914,192.905,162.076,195.322,177.523,202.537,202.870,202.779,208.433,195.322,162.076,208.037,194.951,161.768,100.190
2023-06-16,256.607,81.783,299.139,251.407,272.709,271.767,271.858,296.761,227.311,260.261,274.114,261.298,261.662,292.752,250.844,284.208,208.785,272.980,309.811,218.490,246.592,305.553,319.876,282.748,321.258,281.909,288.162,282.149,312.383,267.264,260.818,275.169,240.031,291.590,315.701,278.229,272.347,312.355,311.774,300.051,281.651,285.729,312.355,278.229,240.031,394.672,351.553,303.289,79.143
2023-07-16,139.666,183.279,130.423,88.107,150.643,156.243,161.086,148.895,148.440,150.034,161.800,177.936,157.049,147.836,154.587,167.449,168.165,100.765,106.738,187.673,174.070,130.791,95.922,174.274,157.179,143.573,166.623,159.506,149.958,164.177,157.413,171.017,175.721,125.942,137.579,164.133,162.098,131.022,155.233,154.742,167.248,150.465,174.274,156.243,125.942,514.733,461.477,371.979,33.857
2023-08-16,34.508,82.776,26.320,78.259,35.327,24.777,26.175,23.365,54.651,35.217,34.092,35.202,36.296,24.204,36.865,25.191,86.122,34.253,23.929,98.000,31.406,28.820,23.748,25.966,24.530,25.933,23.626,23.659,23.799,25.514,26.195,30.992,64.489,23.285,23.777,24.484,69.049,23.697,23.067,23.617,72.131,26.316,72.131,26.316,23.626,733.540,267.625,240.262,9.833
2023-09-16,17.951,46.182,13.206,51.590,20.046,12.747,15.471,11.059,33.733,23.341,18.823,18.104,22.390,11.465,34.577,10.213,52.488,17.177,10.910,68.952,20.789,12.623,8.546,11.033,11.268,11.637,9.349,10.055,8.099,11.020,11.346,13.640,50.692,8.833,8.154,9.883,39.435,9.409,9.126,8.127,40.352,11.757,46.182,12.747,8.833,923.633,254.949,176.663,5.000
2023-10-16,14.449,28.706,9.185,57.470,18.677,10.031,11.712,13.584,15.659,13.364,17.300,11.290,12.723,8.990,14.356,16.383,29.230,9.949,8.928,32.978,12.028,11.442,7.973,8.625,8.866,9.900,8.445,8.583,8.100,8.625,28.379,9.778,36.022,8.067,8.024,8.434,21.340,8.198,8.241,8.699,16.008,8.572,28.706,11.290,8.198,480.336,188.916,137.172,5.976
2023-07-31,613.101,560.271,667.760,542.687,629.223,681.696,656.515,679.599,605.460,646.689,663.219,668.340,615.180,693.601,640.122,683.034,591.601,672.534,692.195,612.542,655.126,690.315,713.282,685.815,705.569,658.906,711.925,710.838,705.787,684.511,678.119,660.065,612.112,686.592,707.930,676.225,640.082,685.438,694.092,699.718,700.714,686.092,823.543,795.874,729.867,291.642,281.844,258.469,282.381
