Date,Ens01,Ens02,Ens03,Ens04,Ens05,Ens06,Ens07,Ens08,Ens09,Ens10,Ens11,Ens12,Ens13,Ens14,Ens15,Ens16,Ens17,Ens18,Ens19,Ens20,Ens21,Ens22,Ens23,Ens24,Ens25,Ens26,Ens27,Ens28,Ens29,Ens30,Ens31,Ens32,Ens33,Ens34,Ens35,Ens36,Ens37,Ens38,Ens39,Ens40,Ens41,Ens42,Exc10,Pav10,Exc50,Pav50,Exc90,Pav90,Avg
2024-02-16,493.501,480.932,441.865,946.009,469.147,484.828,476.551,474.050,451.640,444.262,476.335,382.935,489.655,638.387,460.524,480.525,440.684,564.068,418.420,478.254,474.879,492.056,438.792,484.593,437.516,486.653,479.952,489.267,477.409,481.694,643.156,478.980,440.866,437.544,438.245,485.713,438.553,484.188,646.494,447.466,492.104,478.797,592.309,97.412,478.525,78.699,437.979,72.030,608.048
2024-03-16,737.550,685.676,531.863,732.373,1616.518,681.284,449.299,1129.050,710.908,423.494,1514.756,428.546,1433.188,725.444,741.154,684.991,1699.921,736.609,333.414,712.245,727.614,781.093,519.024,684.894,543.902,705.986,715.512,1514.436,684.082,665.126,1122.960,684.910,760.903,793.218,412.598,1125.249,402.263,1742.265,756.277,751.724,1166.737,441.396,1514.558,196.775,720.478,93.606,426.626,55.428,769.690
2024-04-16,611.112,409.723,542.208,1338.950,787.767,473.746,580.269,552.451,499.993,345.637,779.826,386.939,743.619,528.658,753.283,408.666,1303.164,845.464,299.657,704.593,526.667,676.726,503.423,524.172,603.633,460.035,713.442,1684.195,595.599,367.225,528.897,616.648,930.433,887.112,407.280,708.941,287.081,733.923,1338.936,1318.673,917.710,525.905,1309.057,199.457,599.616,91.362,379.447,57.815,656.310
2024-05-16,717.586,472.015,428.189,891.007,1152.523,401.872,433.846,432.661,403.020,294.928,440.653,282.516,746.638,337.727,534.343,401.235,1584.810,1173.138,224.007,983.124,620.999,618.612,429.456,368.630,974.252,295.495,1000.101,1310.519,492.930,283.747,721.874,739.101,1010.968,778.590,252.031,436.931,140.763,534.822,808.000,675.688,795.336,430.929,1064.759,187.954,513.636,90.668,283.280,50.005,566.500
2024-06-16,279.330,209.634,192.134,366.192,897.352,174.455,181.527,197.887,151.445,139.246,200.294,223.196,523.189,140.408,401.921,174.799,716.665,526.356,107.010,893.340,223.069,215.266,153.508,179.268,407.650,139.001,461.038,516.653,187.890,113.180,223.863,431.877,876.763,225.162,107.545,185.986,87.904,208.133,223.944,220.822,446.496,200.314,598.674,200.753,212.450,71.241,129.189,43.321,298.214
2024-07-16,133.229,131.900,105.701,171.236,355.863,105.591,104.000,113.102,91.578,89.393,114.464,115.047,213.796,87.069,151.584,103.099,354.749,200.620,80.004,352.910,131.563,114.892,91.235,102.481,133.399,86.071,195.585,198.707,103.646,84.615,132.041,171.289,354.644,132.171,80.070,103.372,75.608,114.378,131.523,115.039,162.706,107.219,266.659,184.570,114.966,79.574,85.517,59.191,144.476
2024-07-31,1894.862,1279.164,1289.925,2472.582,2996.679,1115.353,1297.589,1298.398,1111.644,845.828,1526.987,1058.698,2336.354,1113.330,1920.683,1081.812,3945.957,2453.012,701.755,2399.866,1364.396,1525.948,1131.397,1133.910,2180.082,1049.622,2344.315,3567.918,1310.403,851.306,1512.253,2129.651,2985.360,2312.733,846.104,1425.919,623.224,1526.534,2398.167,2363.489,2367.413,1283.047,2667.437,160.158,1469.086,88.207,849.329,50.995,1665.500
