Date,Exc50,Pav50,Exc90,Pav90,Exc10,Pav10,Avg,Basin
2024-01-22,802.688,81.317,666.59,67.53,1269.934,128.652,987.109,PSH
2024-01-22,1127.695,65.353,868.548,50.335,1820.31,105.492,1725.54,SIS
2024-01-22,2051.997,85.549,1365.147,56.914,3713.916,154.836,2398.615,SBB
2024-01-22,1457.478,87.511,903.596,54.255,2973.799,178.556,1665.475,FTO
2024-01-22,710.225,72.975,402.259,41.331,1532.102,157.421,973.251,YRS
2024-01-22,842.343,68.888,397.475,32.506,1974.035,161.438,1222.78,AMF
2024-01-22,75.627,58.923,19.876,15.486,241.719,188.332,128.347,CSN
2024-01-22,326.919,70.263,172.672,37.111,585.994,125.944,465.282,MKM
2024-01-22,426.217,61.583,210.324,30.389,792.364,114.486,692.103,SNS
2024-01-22,650.676,53.494,399.756,32.865,1087.098,89.374,1216.343,TLG
2024-01-22,328.694,52.229,191.429,30.418,618.636,98.3,629.337,MRC
2024-01-22,670.815,54.17,432.888,34.957,1278.015,103.203,1238.349,SJF
2024-01-22,660.399,53.968,366.886,29.982,1176.863,96.174,1223.681,KGF
2024-01-22,133.271,47.204,78.798,27.91,258.348,91.505,282.333,KWT
2024-01-22,21.505,35.689,9.245,15.342,70.657,117.262,60.256,SCC
2024-01-22,243.266,53.502,147.842,32.515,426.832,93.875,454.684,KRI
