Date,Qsim,FNF,QsimBC
2023-10-16,7.882,4.960,5.495
2023-11-16,5.641,4.027,4.433
2023-12-16,4.584,2.908,3.518
2024-01-16,4.082,2.812,3.421
2024-02-16,4.081,2.715,3.475
2024-03-16,5.870,6.478,4.269
2024-04-16,17.902,26.061,17.125
