Date,Qsim,FNF,QsimBC
2023-10-16,52.932,188.619,240.630
2023-11-16,42.212,203.569,223.242
2023-12-16,108.733,312.346,281.756
2024-01-16,850.561,760.034,738.057
2024-02-16,1290.241,1229.190,1322.250
2024-03-16,864.999,1038.600,810.984
2024-04-16,649.266,633.798,617.066
