Date,Qsim,FNF,QsimBC
2023-10-16,6.161,7.714,7.560
2023-11-16,4.650,6.419,5.953
2023-12-16,4.468,6.131,4.681
2024-01-16,4.972,6.704,5.659
2024-02-16,5.509,7.999,6.745
2024-03-16,7.336,8.811,5.339
2024-04-16,19.879,9.104,2.653
