Date,Qsim,FNF,QsimBC
2023-10-16,15.454,10.881,17.030
2023-11-16,10.993,21.274,18.538
2023-12-16,10.840,99.618,23.812
2024-01-16,99.424,245.072,125.564
2024-02-16,283.689,285.997,278.221
2024-03-16,188.817,206.657,160.637
2024-04-16,177.184,279.549,146.667
