Date,Qsim,FNF,QsimBC
2023-10-16,36.732,24.528,46.507
2023-11-16,25.908,36.765,65.271
2023-12-16,31.248,85.883,67.849
2024-01-16,137.874,194.036,142.320
2024-02-16,403.431,335.380,303.019
2024-03-16,456.198,456.775,394.120
2024-04-16,362.209,511.427,414.872
