Date,Qsim,FNF,QsimBC
2023-10-16,41.796,18.934,43.539
2023-11-16,29.778,19.063,58.972
2023-12-16,24.857,20.749,48.217
2024-01-16,28.488,70.738,39.947
2024-02-16,118.374,170.375,126.483
2024-03-16,185.550,231.484,224.906
2024-04-16,204.921,366.543,303.931
