Date,Qsim,FNF,QsimBC
2023-10-16,10.402,17.480,20.606
2023-11-16,6.708,11.339,18.285
2023-12-16,5.867,14.239,21.384
2024-01-16,7.823,30.195,19.478
2024-02-16,68.820,86.100,59.250
2024-03-16,159.380,112.029,108.510
2024-04-16,160.277,203.374,151.642
