Date,Qsim,FNF,QsimBC
2023-10-16,11.794,12.591,21.058
2023-11-16,7.688,11.420,23.149
2023-12-16,6.866,20.269,13.084
2024-01-16,16.096,46.757,26.978
2024-02-16,160.631,104.227,98.839
2024-03-16,189.755,154.713,127.904
2024-04-16,192.862,273.473,206.770
