Date,Qsim,FNF,QsimBC
2023-10-16,14.807,47.449,58.317
2023-11-16,12.273,46.819,55.060
2023-12-16,62.933,61.276,68.903
2024-01-16,194.710,132.323,129.982
2024-02-16,312.965,238.949,214.997
2024-03-16,191.711,187.775,139.373
2024-04-16,158.981,130.356,130.800
