Date,Qsim,FNF,QsimBC
2023-10-16,13.105,5.751,17.173
2023-11-16,9.297,10.129,15.545
2023-12-16,9.074,16.656,16.607
2024-01-16,12.404,32.413,19.786
2024-02-16,47.280,66.427,44.617
2024-03-16,99.042,94.601,89.265
2024-04-16,107.158,155.265,124.475
