Date,Ens01,Ens02,Ens03,Ens04,Ens05,Ens06,Ens07,Ens08,Ens09,Ens10,Ens11,Ens12,Ens13,Ens14,Ens15,Ens16,Ens17,Ens18,Ens19,Ens20,Ens21,Ens22,Ens23,Ens24,Ens25,Ens26,Ens27,Ens28,Ens29,Ens30,Ens31,Ens32,Ens33,Ens34,Ens35,Ens36,Ens37,Ens38,Ens39,Ens40,Ens41,Ens42,Exc10,Exc50,Exc90,Pav10,Pav50,Pav90,Avg
2024-01-16,2.789,3.396,3.540,2.956,3.456,3.171,3.082,3.479,2.824,2.775,2.810,2.805,2.982,2.954,2.716,2.942,2.872,4.026,3.490,3.147,4.091,3.370,2.923,2.763,3.738,3.019,3.214,3.340,2.970,2.693,3.869,3.291,3.850,3.719,2.981,4.062,4.442,3.278,2.846,3.485,3.434,3.355,3.867,3.193,2.791,75.416,62.266,54.434,5.127
2024-02-16,3.236,3.888,3.858,6.457,4.064,3.397,2.924,6.766,2.788,3.282,3.049,2.877,3.164,3.046,2.787,3.007,4.618,6.692,3.530,4.556,5.395,5.171,2.727,3.017,3.059,3.359,3.403,3.236,4.103,3.732,3.725,3.826,3.122,4.352,2.781,5.826,6.267,4.514,7.935,3.569,4.684,2.987,6.223,3.550,2.882,136.175,77.680,63.065,4.570
2024-03-16,6.836,5.197,7.280,6.602,6.274,9.547,4.279,13.916,5.842,5.973,6.491,6.394,4.756,6.104,16.885,8.288,9.651,9.010,13.619,12.547,8.012,8.564,9.838,4.259,5.535,15.483,5.912,5.734,9.575,7.948,8.481,7.857,7.208,5.675,5.885,8.827,9.082,9.900,13.614,7.460,8.959,4.925,13.507,7.658,5.231,167.883,95.182,65.014,8.046
2024-04-16,11.031,13.640,16.229,14.104,10.281,11.002,19.114,31.720,25.980,17.878,21.163,33.681,13.746,27.446,15.481,13.971,13.909,34.941,23.762,14.601,22.295,27.215,11.684,12.173,6.136,30.061,9.393,19.391,18.546,23.672,20.273,10.009,22.067,11.685,18.004,16.874,14.814,28.980,28.782,21.446,42.083,22.233,29.953,18.275,11.005,147.093,89.746,54.043,20.363
2024-05-16,45.556,38.153,52.516,65.564,57.105,64.961,35.230,53.501,30.631,13.325,35.362,22.442,25.472,25.735,45.980,42.022,60.968,80.069,45.375,43.395,85.774,56.310,55.981,30.521,32.654,39.049,42.696,54.167,38.961,33.712,66.750,28.276,36.716,45.546,19.316,44.939,21.080,40.613,76.957,57.462,51.292,25.959,65.503,43.045,25.498,126.150,82.899,49.106,51.925
2024-06-16,42.778,49.726,55.031,57.539,78.584,41.462,18.348,34.798,14.155,9.612,31.677,20.810,49.744,12.344,33.290,38.389,79.210,75.591,28.451,74.484,77.267,41.143,31.081,25.755,41.402,21.527,44.184,36.593,24.434,23.745,44.404,70.608,58.917,22.957,10.905,35.126,14.322,27.101,62.666,35.696,54.936,20.344,74.097,36.145,14.724,128.003,62.441,25.436,57.887
2024-07-16,15.967,41.561,16.860,31.617,39.594,12.926,7.447,18.349,8.961,7.330,10.501,11.488,18.829,7.960,28.514,14.951,58.486,68.179,11.326,52.359,48.916,16.420,13.975,8.020,11.380,9.429,27.026,18.241,7.349,8.165,17.862,35.643,40.617,6.632,4.821,13.388,8.311,13.488,24.389,17.834,29.233,7.685,41.467,15.459,7.471,138.057,51.468,24.873,30.036
2024-07-31,115.331,143.080,140.636,168.823,185.565,130.350,80.139,138.367,79.726,48.145,98.703,88.421,107.791,73.485,123.265,109.333,212.574,258.780,108.914,184.840,234.253,141.089,112.722,76.470,91.572,100.067,123.299,128.392,89.290,89.293,149.288,144.537,158.317,86.820,53.046,110.327,58.526,110.182,192.794,132.439,177.543,76.221,185.492,114.026,76.246,115.780,71.173,47.591,160.211
