Date,Ens01,Ens02,Ens03,Ens04,Ens05,Ens06,Ens07,Ens08,Ens09,Ens10,Ens11,Ens12,Ens13,Ens14,Ens15,Ens16,Ens17,Ens18,Ens19,Ens20,Ens21,Ens22,Ens23,Ens24,Ens25,Ens26,Ens27,Ens28,Ens29,Ens30,Ens31,Ens32,Ens33,Ens34,Ens35,Ens36,Ens37,Ens38,Ens39,Ens40,Ens41,Ens42,Exc10,Pav10,Exc50,Pav50,Exc90,Pav90,Avg
2024-03-16,111.223,111.303,111.554,112.105,111.162,111.438,111.196,111.380,111.532,111.369,111.296,112.102,111.642,111.553,111.446,111.626,111.789,111.499,111.532,111.506,111.224,111.860,111.582,111.601,111.485,111.720,111.280,111.503,111.438,111.379,111.862,111.352,111.405,111.438,111.542,111.395,111.455,111.283,111.209,111.655,111.466,111.466,111.816,65.959,111.466,65.752,111.223,65.609,169.524
2024-04-16,188.442,207.618,177.939,350.403,152.494,178.716,202.508,179.085,280.057,231.952,246.064,247.194,189.119,337.641,231.285,241.193,209.098,255.136,242.591,209.093,214.016,280.023,191.031,238.190,208.823,231.064,188.992,429.058,209.093,181.455,173.032,217.267,198.995,245.650,209.096,209.033,173.066,279.467,363.881,381.556,251.829,240.461,342.491,133.401,215.641,83.993,178.421,69.495,256.738
2024-05-16,443.016,499.533,598.093,716.441,319.141,610.640,709.358,609.283,1078.088,566.806,598.796,725.318,321.584,1048.631,860.373,595.754,778.373,1008.325,1062.211,579.915,694.853,715.883,869.429,524.279,490.167,762.819,765.226,1014.414,607.740,726.699,894.916,528.835,527.516,842.304,726.675,594.444,474.359,594.601,719.893,850.179,632.810,857.106,1010.639,236.210,702.105,164.098,484.160,113.159,427.857
2024-06-16,733.654,238.511,651.378,883.136,884.293,720.612,343.309,735.742,344.557,852.391,589.767,635.022,713.652,226.467,588.462,863.675,404.285,650.228,337.281,596.819,777.071,738.785,885.446,867.164,1243.331,620.309,745.036,893.851,755.136,284.627,689.318,820.968,338.863,738.264,349.463,714.609,776.427,606.649,841.488,743.739,740.754,871.157,883.576,236.265,727.133,194.433,338.262,90.450,373.976
2024-07-16,110.310,322.782,69.818,167.572,175.240,66.577,55.102,59.129,93.422,178.338,103.891,162.133,180.490,51.499,103.113,169.034,360.249,73.630,55.122,368.361,176.552,90.507,90.996,174.547,166.958,72.743,212.467,172.797,72.216,89.159,108.734,324.800,291.229,71.591,55.165,162.150,126.847,103.933,93.047,70.192,178.148,120.039,303.219,168.723,109.522,60.942,57.623,32.063,179.714
2024-08-16,37.932,76.791,22.665,48.259,44.532,22.854,22.171,22.175,33.220,44.516,36.701,39.766,45.515,22.001,33.787,38.936,80.855,33.006,21.663,81.805,43.507,32.895,32.998,41.216,39.659,32.283,45.318,42.415,32.075,32.091,38.666,59.207,63.950,31.873,22.005,38.453,37.794,37.064,32.941,31.159,44.499,36.463,61.009,111.312,37.429,68.289,22.173,40.455,54.810
2024-07-31,1252.665,1258.280,1251.778,1899.187,1252.763,1253.466,1243.004,1253.565,1656.177,1486.112,1253.516,1366.188,1253.650,1288.278,1318.725,1452.478,1960.319,1574.679,1287.989,1915.903,1517.085,1391.064,1716.533,1418.974,1689.933,1254.444,1734.282,2482.988,1252.934,1186.651,1381.868,1851.453,1285.917,1388.234,1253.098,1260.369,1253.673,1252.547,1802.457,1806.836,1567.001,1804.381,1869.592,150.982,1374.028,110.962,1252.620,101.158,1238.286
