Date,Ens01,Ens02,Ens03,Ens04,Ens05,Ens06,Ens07,Ens08,Ens09,Ens10,Ens11,Ens12,Ens13,Ens14,Ens15,Ens16,Ens17,Ens18,Ens19,Ens20,Ens21,Ens22,Ens23,Ens24,Ens25,Ens26,Ens27,Ens28,Ens29,Ens30,Ens31,Ens32,Ens33,Ens34,Ens35,Ens36,Ens37,Ens38,Ens39,Ens40,Ens41,Ens42,Exc10,Pav10,Exc50,Pav50,Exc90,Pav90,Avg
2024-01-16,18.003,18.002,24.297,18.003,18.000,18.003,18.002,18.002,18.003,18.003,18.003,18.003,18.003,18.003,18.003,18.003,18.003,18.003,18.003,19.367,18.003,18.002,18.003,18.003,18.003,18.003,20.575,18.002,18.003,18.002,18.003,18.003,18.003,18.003,18.003,18.002,18.003,18.002,18.003,18.003,18.003,18.003,18.003,17.259,18.003,17.259,18.002,17.258,104.310
2024-02-16,98.354,128.048,55.001,99.952,98.924,48.417,36.000,426.597,73.382,31.421,35.696,37.080,35.807,90.313,72.762,54.346,33.696,108.105,31.809,252.178,111.126,138.679,48.032,35.501,35.083,54.582,54.050,35.721,90.232,51.971,54.592,35.700,49.963,31.726,30.837,116.857,99.318,56.398,362.821,31.933,137.532,31.097,137.968,113.243,54.464,44.704,31.778,26.083,121.833
2024-03-16,151.125,141.318,100.410,163.778,383.129,82.179,81.496,296.442,130.687,31.057,229.974,82.188,246.141,129.748,146.755,90.811,301.156,173.077,26.789,147.608,129.028,170.800,99.816,82.471,63.098,101.298,141.247,275.072,133.210,82.266,183.105,130.395,288.510,82.947,28.188,136.774,68.996,243.085,148.293,247.455,274.236,59.008,280.178,175.713,134.992,84.660,61.544,38.597,159.452
2024-04-16,202.034,107.151,175.093,426.434,203.874,108.274,184.962,203.137,132.550,57.829,202.216,134.076,211.101,142.305,241.018,109.851,260.314,211.235,41.550,254.544,174.210,195.426,175.066,131.358,202.296,134.063,239.193,468.572,134.076,108.824,134.030,202.259,304.598,219.764,89.561,133.686,68.522,174.484,350.611,261.140,252.451,184.602,277.654,135.820,184.782,90.389,100.467,49.145,204.429
2024-05-16,213.740,149.545,205.689,347.633,373.960,107.227,206.393,202.276,197.225,78.561,151.217,141.593,162.860,178.453,168.067,106.457,539.330,374.387,64.914,378.129,208.531,214.934,326.978,92.555,341.267,92.476,369.609,485.848,143.884,91.558,347.325,199.020,214.906,199.405,80.715,121.699,73.843,93.985,227.941,204.570,373.459,178.383,374.122,142.226,199.213,75.733,87.438,33.240,263.048
2024-06-16,170.460,55.583,94.301,138.629,546.419,52.791,41.837,142.303,29.133,13.388,43.815,43.200,105.438,20.712,59.998,55.868,134.363,131.118,9.582,185.238,128.739,109.540,55.449,41.002,128.873,28.179,133.453,132.253,43.897,32.984,108.225,128.996,129.707,34.937,13.572,44.812,28.615,34.476,118.118,53.337,163.701,41.405,150.434,89.760,55.726,33.250,25.342,15.121,167.595
2024-07-16,23.113,59.938,13.437,24.027,157.425,9.627,8.927,19.993,8.185,2.765,15.259,11.124,28.632,4.510,20.189,15.718,109.098,23.482,2.174,137.934,23.448,20.244,9.871,9.481,18.125,3.785,23.007,20.615,9.110,8.399,16.218,24.020,105.941,8.651,2.523,11.124,8.776,9.914,23.579,11.855,27.778,9.172,77.419,135.596,15.489,27.128,4.235,7.417,57.095
2024-07-31,644.993,421.689,415.791,961.494,1239.229,292.864,393.532,622.897,297.595,161.249,393.995,308.892,594.091,292.035,543.113,309.570,1184.577,667.834,117.816,1164.527,566.214,556.175,439.595,284.785,614.662,235.165,669.480,1238.364,305.913,233.781,543.112,609.334,824.856,406.225,184.922,303.856,194.410,294.504,801.377,568.899,824.763,387.693,1038.647,150.057,430.642,62.216,218.820,31.614,692.167
