Date,"0-999","1000-1999","2000-2999","3000-3999","4000-4999","5000-5999","6000-6999","7000-7999","8000-8999","9000-9999","10000-10999","11000-11999","12000-12999","13000-13999"
2022-06-09,3.03953,4.19633,5.50273,8.14575,10.3471,12.6062,15.082,17.7797,20.7788,22.4357,22.8367,23.6027,24.6306,25.0926
2022-06-10,2.54457,3.70687,5.0304,7.64628,9.83014,12.0691,14.5144,17.1386,20.0847,21.7065,21.9484,22.6938,23.7923,24.399
2022-06-11,2.50199,3.62516,4.91301,7.51692,9.693,11.9019,14.2671,16.8828,19.8257,21.4713,21.708,22.4402,23.5311,24.2071
2022-06-12,2.42897,3.47998,4.64282,7.10797,9.30506,11.5035,13.8767,16.4355,19.3565,21.0058,21.2933,22.0252,23.1095,23.7882
2022-06-13,2.29803,3.2815,4.39294,6.79326,8.96349,11.1254,13.4462,15.9509,18.8167,20.4371,20.681,21.4135,22.4974,23.1965
2022-06-14,2.18985,3.11192,4.13834,6.44223,8.59211,10.7163,12.9522,15.3782,18.153,19.7571,19.998,20.858,21.9967,22.7604
2022-06-15,2.18099,3.09731,4.11608,6.37828,8.50383,10.6071,12.8058,15.163,17.8743,19.4304,19.602,20.4199,21.5273,22.2415
2022-06-16,2.17758,3.08915,4.1051,6.3526,8.4576,10.5471,12.7098,15.0073,17.6638,19.1773,19.2717,20.0057,21.0485,21.6837
2022-06-17,1.81636,2.66998,3.61077,5.73785,7.8456,9.91263,12.1329,14.4012,17.0701,18.5665,18.6401,19.3396,20.3855,21.0677
2022-06-18,1.81353,2.65942,3.56872,5.59169,7.65886,9.68539,11.8557,14.116,16.7744,18.2614,18.2473,18.8954,19.9191,20.6413
2022-06-19,1.80093,2.61798,3.52106,5.55067,7.61534,9.62914,11.7951,14.0502,16.6954,18.1678,18.1192,18.7305,19.7252,20.4218
2022-06-20,1.7986,2.61587,3.5177,5.54764,7.60623,9.60954,11.7427,13.9743,16.5952,18.051,17.9597,18.5192,19.4731,20.1008
2022-06-21,1.7907,2.59597,3.48367,5.47491,7.51473,9.50925,11.6368,13.8297,16.4302,17.8671,17.738,18.2475,19.1924,19.8292
2022-06-22,1.79068,2.59593,3.48362,5.47029,7.50769,9.49625,11.6089,13.7864,16.3673,17.7908,17.65,18.1698,19.1187,19.7557
2022-06-23,1.79068,2.59586,3.4809,5.45663,7.48401,9.46342,11.5519,13.6992,16.2643,17.6988,17.5778,18.0834,19.0137,19.6212
2022-06-24,1.7827,2.58772,3.47929,5.45044,7.47431,9.44653,11.5235,13.6355,16.1715,17.6024,17.4951,17.9852,18.8955,19.4631
2022-06-25,1.7827,2.58563,3.47383,5.43552,7.45492,9.41354,11.4865,13.5985,16.1308,17.5566,17.446,17.9317,18.8365,19.3875
2022-06-26,1.76144,2.55483,3.4178,5.31634,7.31265,9.23004,11.2562,13.3476,15.8615,17.2682,17.1074,17.648,18.5895,19.1715
2022-06-27,1.73765,2.51631,3.34586,5.17993,7.15414,9.04038,11.0339,13.1026,15.5732,16.9434,16.7487,17.307,18.2569,18.8618
2022-06-28,1.67759,2.44876,3.25936,5.01192,6.95048,8.79674,10.758,12.8152,15.2845,16.6697,16.5079,17.0853,18.0498,18.6635
2022-06-29,1.67091,2.43474,3.21866,4.9212,6.84964,8.67432,10.6202,12.6686,15.1319,16.5142,16.3466,16.8855,17.8038,18.3625
2022-06-30,1.32178,2.02716,2.64074,3.98713,5.83216,7.53879,9.3881,11.4284,13.9067,15.4116,15.4352,16.125,17.0969,17.769
