Date,"1000-1999","2000-2999","3000-3999","4000-4999","5000-5999","6000-6999","7000-7999","8000-8999","9000-9999","10000-10999","11000-11999","12000-12999","13000-13999","14000-14999"
2022-06-06,6.89946,8.74166,11.4492,15.0067,17.2816,19.2101,21.5602,22.9794,24.2073,24.7223,24.9517,26.355,27.434,27.0615
2022-06-07,5.6935,7.52757,10.0844,13.4957,15.7273,17.659,19.9147,21.2826,22.4907,23.0347,23.3478,24.7488,25.8882,25.6647
2022-06-08,4.75276,6.44252,8.9191,12.3148,14.6187,16.605,18.9142,20.3369,21.6222,22.3205,22.7441,24.1546,25.3012,25.1439
2022-06-09,4.53014,6.20186,8.64315,12.0009,14.2878,16.2583,18.536,19.9544,21.2233,21.8746,22.2375,23.5599,24.6782,24.4888
2022-06-10,4.1557,5.77999,8.14784,11.4646,13.7219,15.6849,17.9734,19.4095,20.6973,21.3498,21.7064,22.9857,24.1777,24.0648
2022-06-11,4.13725,5.75441,8.10527,11.3996,13.6408,15.5891,17.8577,19.2693,20.5385,21.1498,21.4849,22.7485,23.9378,23.8693
2022-06-12,3.73982,5.19353,7.34952,10.4924,12.6845,14.6276,16.9007,18.342,19.6487,20.3483,20.8202,22.1153,23.3164,23.4702
2022-06-13,3.49576,4.85715,6.90727,9.93597,12.0812,13.9766,16.1921,17.6382,18.9318,19.6246,20.1746,21.4854,22.6939,22.9339
2022-06-14,3.26817,4.52517,6.48823,9.47292,11.6214,13.5356,15.7509,17.1975,18.5018,19.2356,19.8472,21.1736,22.3719,22.6385
2022-06-15,3.24713,4.48283,6.41658,9.37611,11.5111,13.4072,15.6061,17.0265,18.279,18.9114,19.4382,20.7156,21.8301,21.9547
2022-06-16,3.24602,4.48021,6.4116,9.36799,11.4963,13.3794,15.5632,16.9504,18.1538,18.6866,19.1017,20.3169,21.3624,21.3616
2022-06-17,2.80006,3.9528,5.73807,8.54624,10.5831,12.4411,14.6233,16.0606,17.2831,17.8288,18.2983,19.5072,20.5449,20.7906
2022-06-18,2.78868,3.92588,5.68126,8.45697,10.4748,12.3144,14.4758,15.9028,17.0997,17.5854,17.9903,19.1325,20.1932,20.5547
2022-06-19,2.78739,3.91965,5.66542,8.42841,10.4363,12.2711,14.4265,15.8459,17.0218,17.4583,17.7966,18.8889,19.9035,20.1133
2022-06-20,2.78739,3.9195,5.66415,8.4192,10.419,12.2446,14.3888,15.7979,16.948,17.3327,17.6092,18.6494,19.6031,19.778
2022-06-21,2.67637,3.74581,5.41775,8.10246,10.0824,11.8894,14.0018,15.4064,16.529,16.8576,17.121,18.1244,19.072,19.4738
2022-06-22,2.66726,3.7407,5.41528,8.10058,10.0793,11.8833,13.9907,15.3863,16.4982,16.8048,17.035,18.018,18.933,19.2743
2022-06-23,2.66725,3.74063,5.41476,8.09883,10.075,11.8748,13.9794,15.37,16.4739,16.7646,16.952,17.906,18.7917,19.0693
2022-06-24,2.6537,3.71128,5.36732,8.02464,9.97966,11.761,13.8538,15.2539,16.3509,16.6217,16.8037,17.7588,18.645,18.9235
2022-06-25,2.64252,3.69306,5.34365,7.9976,9.95324,11.7361,13.8199,15.2203,16.315,16.5756,16.7509,17.6979,18.567,18.8365
2022-06-26,2.62753,3.67509,5.31,7.95118,9.90457,11.6916,13.7642,15.1513,16.2412,16.4974,16.6708,17.6105,18.4617,18.6649
2022-06-27,2.60926,3.65223,5.26865,7.89598,9.83674,11.6139,13.6715,15.0325,16.0806,16.2641,16.3773,17.2781,18.1083,18.3568
2022-06-28,2.58036,3.59706,5.15843,7.70954,9.58785,11.335,13.3658,14.7354,15.7783,15.9682,16.125,17.0163,17.8235,18.1017
2022-06-29,2.57615,3.58487,5.12708,7.6714,9.55204,11.3041,13.3298,14.6846,15.7184,15.8823,15.9714,16.8154,17.5683,17.6384
2022-06-30,2.32974,3.23723,4.61118,7.06586,8.96342,10.7639,12.7765,14.0921,15.165,15.4821,15.6636,16.4978,17.3006,17.3208
