Date,"0-999","1000-1999","2000-2999","3000-3999","4000-4999","5000-5999","6000-6999","7000-7999","8000-8999","9000-9999","10000-10999","11000-11999"
2022-06-08,3.06916,4.38481,6.94931,9.42553,12.1582,16.0252,21.2469,24.9708,28.282,30.8191,32.9084,32.9958
2022-06-09,2.91411,4.17498,6.61388,9.00644,11.637,15.4889,20.6956,24.3512,27.5756,30.0929,32.2057,32.3238
2022-06-10,2.76525,3.98206,6.30638,8.60603,11.107,14.8121,19.8813,23.4899,26.7288,29.2845,31.4379,31.5996
2022-06-11,2.68333,3.92137,6.21822,8.47704,10.8824,14.4544,19.4387,22.9705,26.1477,28.7655,31.0308,31.2196
2022-06-12,2.59645,3.79178,6.06888,8.26765,10.5192,13.9339,18.8142,22.2722,25.4017,27.9397,30.0977,30.246
2022-06-13,2.56572,3.67847,5.84863,8.0523,10.2794,13.6273,18.4841,21.9521,25.0946,27.6611,29.8453,30.0052
2022-06-14,2.55654,3.66701,5.78433,7.90046,9.9857,13.1445,17.8771,21.3017,24.4389,27.0671,29.3578,29.5456
2022-06-15,2.50373,3.62886,5.71422,7.78537,9.79245,12.8368,17.4491,20.8169,23.9342,26.6025,28.9714,29.1701
2022-06-16,2.3889,3.35402,5.39075,7.44031,9.30739,12.1565,16.6452,19.9069,22.9517,25.7071,28.2222,28.4838
2022-06-17,1.90919,2.53285,4.51422,6.52128,8.3007,11.0724,15.6726,18.9691,22.0028,24.8176,27.4125,27.71
2022-06-18,1.7452,2.38245,4.27332,6.25976,8.05554,10.7982,15.3304,18.6113,21.6453,24.4329,27.0006,27.2722
2022-06-19,1.65513,2.36245,4.24919,6.19493,7.92866,10.5939,15.0344,18.2433,21.2092,23.9634,26.4958,26.7706
2022-06-20,1.63848,2.36067,4.24905,6.19226,7.91458,10.5309,14.8948,18.0455,20.9647,23.7061,26.2133,26.4651
2022-06-21,1.63848,2.36065,4.2488,6.18996,7.90448,10.4953,14.8094,17.9245,20.8139,23.5138,25.966,26.1916
2022-06-22,1.61223,2.34707,4.19887,6.08929,7.75674,10.355,14.6945,17.7985,20.6472,23.261,25.6069,25.803
2022-06-23,1.58068,2.34319,4.19881,6.08919,7.75584,10.3454,14.6547,17.7301,20.545,23.1327,25.4558,25.6547
2022-06-24,1.51233,2.33428,4.19866,6.08915,7.75506,10.3412,14.6422,17.7107,20.5149,23.0969,25.4095,25.5983
2022-06-25,1.51233,2.3323,4.18572,6.06167,7.69857,10.2203,14.4425,17.4285,20.1806,22.7445,25.047,25.2238
2022-06-26,1.35138,2.09996,3.70521,5.36894,6.73373,9.02477,13.2962,16.3057,19.0335,21.5972,23.9186,24.1189
2022-06-27,1.29032,1.96453,3.43965,4.99147,6.11735,8.21561,12.4488,15.3493,17.8894,20.3051,22.5315,22.7581
2022-06-28,1.03124,1.64134,3.13313,4.66474,5.77073,7.91203,12.1881,15.0838,17.5879,20.0095,22.2577,22.4857
2022-06-29,1.01613,1.60724,3.07417,4.57276,5.60779,7.71227,11.9418,14.8019,17.3028,19.7779,22.1084,22.3864
2022-06-30,0.588028,0.95685,2.06576,3.26895,3.99452,6.07651,10.3857,13.2787,15.8489,18.3402,20.5737,20.8271
