Date,"1000-1999","2000-2999","3000-3999","4000-4999","5000-5999","6000-6999","7000-7999","8000-8999","9000-9999","10000-10999","11000-11999","12000-12999"
2022-06-19,2.91731,3.81947,5.03153,6.24513,8.17431,10.8975,13.2392,13.8433,14.0581,15.6887,15.876,16.9087
2022-06-20,2.91108,3.80414,5.00344,6.20418,8.12366,10.8366,13.1709,13.7661,13.9798,15.6074,15.7981,16.8289
2022-06-21,2.6104,3.48145,4.68269,5.86566,7.72562,10.366,12.6548,13.2577,13.4767,15.0563,15.2496,16.2773
2022-06-22,2.61038,3.4806,4.67543,5.84576,7.69001,10.3186,12.6022,13.1984,13.4245,15.0025,15.2075,16.2427
2022-06-23,2.61037,3.48036,4.67255,5.83505,7.66682,10.288,12.5661,13.1498,13.3785,14.9586,15.1531,16.1916
2022-06-24,2.53558,3.39497,4.57033,5.71127,7.51871,10.1164,12.3786,12.9488,13.1735,14.7584,14.946,16.0011
2022-06-25,2.52519,3.36664,4.51995,5.6565,7.45404,10.0389,12.2974,12.8688,13.0936,14.669,14.8684,15.9306
2022-06-26,2.52513,3.36581,4.51577,5.64718,7.44339,10.0248,12.2793,12.8438,13.0661,14.6474,14.8558,15.9241
2022-06-27,2.52513,3.36555,4.51336,5.63732,7.42177,9.99295,12.2416,12.8037,13.0248,14.6005,14.7857,15.811
2022-06-28,2.48896,3.29379,4.39909,5.48026,7.2064,9.69266,11.8956,12.539,12.7781,14.3263,14.5597,15.5747
2022-06-29,2.48895,3.29318,4.39367,5.46391,7.17417,9.64775,11.8432,12.4798,12.7218,14.2701,14.4959,15.5107
2022-06-30,2.45527,3.24452,4.32084,5.36244,7.04352,9.48158,11.6626,12.3829,12.6352,14.1714,14.4143,15.4202
