Date,Ens01,Ens02,Ens03,Ens04,Ens05,Ens06,Ens07,Ens08,Ens09,Ens10,Ens11,Ens12,Ens13,Ens14,Ens15,Ens16,Ens17,Ens18,Ens19,Ens20,Ens21,Ens22,Ens23,Ens24,Ens25,Ens26,Ens27,Ens28,Ens29,Ens30,Ens31,Ens32,Ens33,Ens34,Ens35,Ens36,Ens37,Ens38,Ens39,Ens40,Ens41,Ens42,Exc10,Pav10,Exc50,Pav50,Exc90,Pav90,Avg
2024-03-16,695.249,680.830,730.697,690.937,1120.317,744.397,683.165,684.359,731.088,550.328,773.380,683.244,684.983,684.497,758.654,690.779,1206.128,684.660,698.935,760.192,682.731,684.021,662.442,538.369,795.501,710.971,721.921,684.993,684.317,713.405,685.208,684.907,782.773,1208.536,725.812,682.817,708.264,1140.520,1140.520,955.137,684.787,685.003,1127.994,146.552,693.093,90.048,682.009,88.608,769.690
2024-04-16,710.005,581.324,766.267,1339.392,771.333,610.533,725.061,656.488,596.720,586.446,891.093,684.785,771.466,716.822,870.028,601.272,1267.094,805.279,613.475,790.501,585.362,615.521,543.567,600.451,852.651,605.278,803.180,1425.830,603.061,558.322,586.057,744.649,998.333,1159.329,754.842,774.598,581.712,807.240,807.240,1338.548,895.250,709.395,1200.280,182.883,734.855,111.968,583.975,88.979,656.310
2024-05-16,900.956,681.497,848.491,1261.828,1161.685,670.259,664.621,674.448,656.947,598.273,661.867,632.348,975.908,589.613,673.771,664.938,1677.001,1183.030,562.236,1144.517,762.489,613.117,569.281,515.082,1166.835,447.218,1240.261,1430.179,560.069,621.739,1001.565,986.235,1165.855,1157.443,539.522,659.929,441.928,683.132,683.132,969.187,775.036,1001.397,1204.778,212.670,682.315,120.444,552.261,97.487,566.500
2024-06-16,413.961,371.755,407.392,874.155,901.221,390.976,238.239,324.183,213.069,260.876,278.445,447.632,871.691,193.331,452.517,278.785,906.173,526.665,208.848,906.386,424.063,216.565,197.745,214.017,544.050,191.352,752.671,545.695,203.605,217.831,300.602,529.401,900.411,448.426,191.031,220.999,191.657,271.393,271.393,395.823,442.620,432.890,884.132,296.476,381.366,127.883,196.068,65.747,298.214
2024-07-16,134.991,171.046,133.816,353.662,355.996,134.940,132.070,133.584,114.464,133.915,133.452,163.082,352.775,105.756,194.955,132.802,357.444,199.326,114.417,358.681,144.667,115.354,104.062,114.331,203.951,107.025,214.259,207.755,113.171,114.799,133.443,206.534,358.689,191.095,107.358,115.085,106.031,132.810,132.810,133.497,155.957,134.563,354.549,245.403,133.865,92.656,107.231,74.221,144.476
2024-08-16,96.654,111.642,95.410,141.667,147.002,96.792,94.081,95.137,92.550,95.985,95.244,97.635,135.321,87.683,117.000,94.485,150.813,117.000,92.574,148.877,95.874,92.887,78.436,92.489,125.795,84.178,127.509,125.795,92.032,92.659,95.168,127.065,149.447,112.907,85.011,92.821,83.580,94.648,94.648,95.213,97.162,95.896,143.694,148.393,95.642,98.769,86.668,89.502,96.833
2024-07-31,2296.188,1844.134,2305.916,3523.551,3018.388,1875.941,1908.426,1914.153,1501.998,1493.454,2291.593,1992.229,2402.821,1522.835,2324.111,1528.994,4144.466,2448.083,1474.747,3375.730,1952.669,1507.538,1310.818,1388.415,2490.184,1320.560,2972.529,3671.239,1417.958,1450.798,2162.324,2369.476,3453.611,2841.283,1527.195,1963.422,1304.042,2238.701,2238.701,2928.656,2354.314,2324.697,3405.325,204.463,2200.512,132.123,1406.732,84.463,1665.500
